date,GDP(Quarterly)
30.12.20,889580
31.12.20,889580
01.01.21,862030
02.01.21,862030
03.01.21,862030
04.01.21,862030
05.01.21,862030
06.01.21,862030
07.01.21,862030
08.01.21,862030
09.01.21,862030
10.01.21,862030
11.01.21,862030
12.01.21,862030
13.01.21,862030
14.01.21,862030
15.01.21,862030
16.01.21,862030
17.01.21,862030
18.01.21,862030
19.01.21,862030
20.01.21,862030
21.01.21,862030
22.01.21,862030
23.01.21,862030
24.01.21,862030
25.01.21,862030
26.01.21,862030
27.01.21,862030
28.01.21,862030
29.01.21,862030
30.01.21,862030
31.01.21,862030
01.02.21,862030
02.02.21,862030
03.02.21,862030
04.02.21,862030
05.02.21,862030
06.02.21,862030
07.02.21,862030
08.02.21,862030
09.02.21,862030
10.02.21,862030
11.02.21,862030
12.02.21,862030
13.02.21,862030
14.02.21,862030
15.02.21,862030
16.02.21,862030
17.02.21,862030
18.02.21,862030
19.02.21,862030
20.02.21,862030
21.02.21,862030
22.02.21,862030
23.02.21,862030
24.02.21,862030
25.02.21,862030
26.02.21,862030
27.02.21,862030
28.02.21,862030
01.03.21,862030
02.03.21,862030
03.03.21,862030
04.03.21,862030
05.03.21,862030
06.03.21,862030
07.03.21,862030
08.03.21,862030
09.03.21,862030
10.03.21,862030
11.03.21,862030
12.03.21,862030
13.03.21,862030
14.03.21,862030
15.03.21,862030
16.03.21,862030
17.03.21,862030
18.03.21,862030
19.03.21,862030
20.03.21,862030
21.03.21,862030
22.03.21,862030
23.03.21,862030
24.03.21,862030
25.03.21,862030
26.03.21,862030
27.03.21,862030
28.03.21,862030
29.03.21,862030
30.03.21,862030
31.03.21,862030
01.04.21,878060
02.04.21,878060
03.04.21,878060
04.04.21,878060
05.04.21,878060
06.04.21,878060
07.04.21,878060
08.04.21,878060
09.04.21,878060
10.04.21,878060
11.04.21,878060
12.04.21,878060
13.04.21,878060
14.04.21,878060
15.04.21,878060
16.04.21,878060
17.04.21,878060
18.04.21,878060
19.04.21,878060
20.04.21,878060
21.04.21,878060
22.04.21,878060
23.04.21,878060
24.04.21,878060
25.04.21,878060
26.04.21,878060
27.04.21,878060
28.04.21,878060
29.04.21,878060
30.04.21,878060
01.05.21,878060
02.05.21,878060
03.05.21,878060
04.05.21,878060
05.05.21,878060
06.05.21,878060
07.05.21,878060
08.05.21,878060
09.05.21,878060
10.05.21,878060
11.05.21,878060
12.05.21,878060
13.05.21,878060
14.05.21,878060
15.05.21,878060
16.05.21,878060
17.05.21,878060
18.05.21,878060
19.05.21,878060
20.05.21,878060
21.05.21,878060
22.05.21,878060
23.05.21,878060
24.05.21,878060
25.05.21,878060
26.05.21,878060
27.05.21,878060
28.05.21,878060
29.05.21,878060
30.05.21,878060
31.05.21,878060
01.06.21,878060
02.06.21,878060
03.06.21,878060
04.06.21,878060
05.06.21,878060
06.06.21,878060
07.06.21,878060
08.06.21,878060
09.06.21,878060
10.06.21,878060
11.06.21,878060
12.06.21,878060
13.06.21,878060
14.06.21,878060
15.06.21,878060
16.06.21,878060
17.06.21,878060
18.06.21,878060
19.06.21,878060
20.06.21,878060
21.06.21,878060
22.06.21,878060
23.06.21,878060
24.06.21,878060
25.06.21,878060
26.06.21,878060
27.06.21,878060
28.06.21,878060
29.06.21,878060
30.06.21,878060
01.07.21,915990
02.07.21,915990
03.07.21,915990
04.07.21,915990
05.07.21,915990
06.07.21,915990
07.07.21,915990
08.07.21,915990
09.07.21,915990
10.07.21,915990
11.07.21,915990
12.07.21,915990
13.07.21,915990
14.07.21,915990
15.07.21,915990
16.07.21,915990
17.07.21,915990
18.07.21,915990
19.07.21,915990
20.07.21,915990
21.07.21,915990
22.07.21,915990
23.07.21,915990
24.07.21,915990
25.07.21,915990
26.07.21,915990
27.07.21,915990
28.07.21,915990
29.07.21,915990
30.07.21,915990
31.07.21,915990
01.08.21,915990
02.08.21,915990
03.08.21,915990
04.08.21,915990
05.08.21,915990
06.08.21,915990
07.08.21,915990
08.08.21,915990
09.08.21,915990
10.08.21,915990
11.08.21,915990
12.08.21,915990
13.08.21,915990
14.08.21,915990
15.08.21,915990
16.08.21,915990
17.08.21,915990
18.08.21,915990
19.08.21,915990
20.08.21,915990
21.08.21,915990
22.08.21,915990
23.08.21,915990
24.08.21,915990
25.08.21,915990
26.08.21,915990
27.08.21,915990
28.08.21,915990
29.08.21,915990
30.08.21,915990
31.08.21,915990
01.09.21,915990
02.09.21,915990
03.09.21,915990
04.09.21,915990
05.09.21,915990
06.09.21,915990
07.09.21,915990
08.09.21,915990
09.09.21,915990
10.09.21,915990
11.09.21,915990
12.09.21,915990
13.09.21,915990
14.09.21,915990
15.09.21,915990
16.09.21,915990
17.09.21,915990
18.09.21,915990
19.09.21,915990
20.09.21,915990
21.09.21,915990
22.09.21,915990
23.09.21,915990
24.09.21,915990
25.09.21,915990
26.09.21,915990
27.09.21,915990
28.09.21,915990
29.09.21,915990
30.09.21,915990
01.10.21,945670
02.10.21,945670
03.10.21,945670
04.10.21,945670
05.10.21,945670
06.10.21,945670
07.10.21,945670
08.10.21,945670
09.10.21,945670
10.10.21,945670
11.10.21,945670
12.10.21,945670
13.10.21,945670
14.10.21,945670
15.10.21,945670
16.10.21,945670
17.10.21,945670
18.10.21,945670
19.10.21,945670
20.10.21,945670
21.10.21,945670
22.10.21,945670
23.10.21,945670
24.10.21,945670
25.10.21,945670
26.10.21,945670
27.10.21,945670
28.10.21,945670
29.10.21,945670
30.10.21,945670
31.10.21,945670
01.11.21,945670
02.11.21,945670
03.11.21,945670
04.11.21,945670
05.11.21,945670
06.11.21,945670
07.11.21,945670
08.11.21,945670
09.11.21,945670
10.11.21,945670
11.11.21,945670
12.11.21,945670
13.11.21,945670
14.11.21,945670
15.11.21,945670
16.11.21,945670
17.11.21,945670
18.11.21,945670
19.11.21,945670
20.11.21,945670
21.11.21,945670
22.11.21,945670
23.11.21,945670
24.11.21,945670
25.11.21,945670
26.11.21,945670
27.11.21,945670
28.11.21,945670
29.11.21,945670
30.11.21,945670
01.12.21,945670
02.12.21,945670
03.12.21,945670
04.12.21,945670
05.12.21,945670
06.12.21,945670
07.12.21,945670
08.12.21,945670
09.12.21,945670
10.12.21,945670
11.12.21,945670
12.12.21,945670
13.12.21,945670
14.12.21,945670
15.12.21,945670
16.12.21,945670
17.12.21,945670
18.12.21,945670
19.12.21,945670
20.12.21,945670
21.12.21,945670
22.12.21,945670
23.12.21,945670
24.12.21,945670
25.12.21,945670
26.12.21,945670
27.12.21,945670
28.12.21,945670
29.12.21,945670
30.12.21,945670
31.12.21,945670
01.01.22,936190
02.01.22,936190
03.01.22,936190
04.01.22,936190
05.01.22,936190
06.01.22,936190
07.01.22,936190
08.01.22,936190
09.01.22,936190
10.01.22,936190
11.01.22,936190
12.01.22,936190
13.01.22,936190
14.01.22,936190
15.01.22,936190
16.01.22,936190
17.01.22,936190
18.01.22,936190
19.01.22,936190
20.01.22,936190
21.01.22,936190
22.01.22,936190
23.01.22,936190
24.01.22,936190
25.01.22,936190
26.01.22,936190
27.01.22,936190
28.01.22,936190
29.01.22,936190
30.01.22,936190
31.01.22,936190
01.02.22,936190
02.02.22,936190
03.02.22,936190
04.02.22,936190
05.02.22,936190
06.02.22,936190
07.02.22,936190
08.02.22,936190
09.02.22,936190
10.02.22,936190
11.02.22,936190
12.02.22,936190
13.02.22,936190
14.02.22,936190
15.02.22,936190
16.02.22,936190
17.02.22,936190
18.02.22,936190
19.02.22,936190
20.02.22,936190
21.02.22,936190
22.02.22,936190
23.02.22,936190
24.02.22,936190
25.02.22,936190
26.02.22,936190
27.02.22,936190
28.02.22,936190
01.03.22,936190
02.03.22,936190
03.03.22,936190
04.03.22,936190
05.03.22,936190
06.03.22,936190
07.03.22,936190
08.03.22,936190
09.03.22,936190
10.03.22,936190
11.03.22,936190
12.03.22,936190
13.03.22,936190
14.03.22,936190
15.03.22,936190
16.03.22,936190
17.03.22,936190
18.03.22,936190
19.03.22,936190
20.03.22,936190
21.03.22,936190
22.03.22,936190
23.03.22,936190
24.03.22,936190
25.03.22,936190
26.03.22,936190
27.03.22,936190
28.03.22,936190
29.03.22,936190
30.03.22,936190
31.03.22,936190
01.04.22,946230
02.04.22,946230
03.04.22,946230
04.04.22,946230
05.04.22,946230
06.04.22,946230
07.04.22,946230
08.04.22,946230
09.04.22,946230
10.04.22,946230
11.04.22,946230
12.04.22,946230
13.04.22,946230
14.04.22,946230
15.04.22,946230
16.04.22,946230
17.04.22,946230
18.04.22,946230
19.04.22,946230
20.04.22,946230
21.04.22,946230
22.04.22,946230
23.04.22,946230
24.04.22,946230
25.04.22,946230
26.04.22,946230
27.04.22,946230
28.04.22,946230
29.04.22,946230
30.04.22,946230
01.05.22,946230
02.05.22,946230
03.05.22,946230
04.05.22,946230
05.05.22,946230
06.05.22,946230
07.05.22,946230
08.05.22,946230
09.05.22,946230
10.05.22,946230
11.05.22,946230
12.05.22,946230
13.05.22,946230
14.05.22,946230
15.05.22,946230
16.05.22,946230
17.05.22,946230
18.05.22,946230
19.05.22,946230
20.05.22,946230
21.05.22,946230
22.05.22,946230
23.05.22,946230
24.05.22,946230
25.05.22,946230
26.05.22,946230
27.05.22,946230
28.05.22,946230
29.05.22,946230
30.05.22,946230
31.05.22,946230
01.06.22,946230
02.06.22,946230
03.06.22,946230
04.06.22,946230
05.06.22,946230
06.06.22,946230
07.06.22,946230
08.06.22,946230
09.06.22,946230
10.06.22,946230
11.06.22,946230
12.06.22,946230
13.06.22,946230
14.06.22,946230
15.06.22,946230
16.06.22,946230
17.06.22,946230
18.06.22,946230
19.06.22,946230
20.06.22,946230
21.06.22,946230
22.06.22,946230
23.06.22,946230
24.06.22,946230
25.06.22,946230
26.06.22,946230
27.06.22,946230
28.06.22,946230
29.06.22,946230
30.06.22,946230
01.07.22,946230
02.07.22,946230
03.07.22,946230
04.07.22,946230
05.07.22,946230
06.07.22,946230
07.07.22,946230
08.07.22,946230
09.07.22,946230
10.07.22,946230
11.07.22,946230
12.07.22,946230
13.07.22,946230
14.07.22,946230
15.07.22,946230
16.07.22,946230
17.07.22,946230
18.07.22,946230
19.07.22,946230
20.07.22,946230
21.07.22,946230
22.07.22,946230
23.07.22,946230
24.07.22,946230
25.07.22,946230
26.07.22,946230
27.07.22,946230
28.07.22,946230
29.07.22,946230
30.07.22,946230
31.07.22,946230
01.08.22,946230
02.08.22,946230
03.08.22,946230
04.08.22,946230
05.08.22,946230
06.08.22,946230
07.08.22,946230
08.08.22,946230
09.08.22,946230
10.08.22,946230
11.08.22,946230
12.08.22,946230
13.08.22,946230
14.08.22,946230
15.08.22,946230
16.08.22,946230
17.08.22,946230
18.08.22,946230
19.08.22,946230
20.08.22,946230
21.08.22,946230
22.08.22,946230
23.08.22,946230
24.08.22,946230
25.08.22,946230
26.08.22,946230
27.08.22,946230
28.08.22,946230
29.08.22,946230
30.08.22,946230
31.08.22,946230
01.09.22,946230
02.09.22,946230
03.09.22,946230
04.09.22,946230
05.09.22,946230
06.09.22,946230
07.09.22,946230
08.09.22,946230
09.09.22,946230
10.09.22,946230
11.09.22,946230
12.09.22,946230
13.09.22,946230
14.09.22,946230
15.09.22,946230
16.09.22,946230
17.09.22,946230
18.09.22,946230
19.09.22,946230
20.09.22,946230
21.09.22,946230
22.09.22,946230
23.09.22,946230
24.09.22,946230
25.09.22,946230
26.09.22,946230
27.09.22,946230
28.09.22,946230
29.09.22,946230
30.09.22,946230
01.10.22,946230
02.10.22,946230
03.10.22,946230
04.10.22,946230
05.10.22,946230
06.10.22,946230
07.10.22,946230
08.10.22,946230
09.10.22,946230
10.10.22,946230
11.10.22,946230
12.10.22,946230
13.10.22,946230
14.10.22,946230
15.10.22,946230
16.10.22,946230
17.10.22,946230
18.10.22,946230
19.10.22,946230
20.10.22,946230
21.10.22,946230
22.10.22,946230
23.10.22,946230
24.10.22,946230
25.10.22,946230
26.10.22,946230
27.10.22,946230
28.10.22,946230
29.10.22,946230
30.10.22,946230
31.10.22,946230
01.11.22,946230
02.11.22,946230
03.11.22,946230
04.11.22,946230
05.11.22,946230
06.11.22,946230
07.11.22,946230
08.11.22,946230
09.11.22,946230
